150	14	493	38	2015-09-27 20:29	8000
151	15	759	39	2015-09-27 20:29	8000
152	16	570	45	2015-09-28 20:30	8000
153	17	417	43	2015-09-28 20:30	8000
154	16	531	41	2015-09-29 20:31	8000
155	17	73	14	2015-09-29 20:31	8000
156	18	834	49	2015-09-30 20:31	9000
157	20	606	37	2015-10-01 20:32	8000
158	21	112	11	2015-10-01 20:32	8000
159	2	455	44	2015-10-02 20:33	8000
160	5	719	43	2015-10-02 20:33	8000
161	4	377	15	2015-10-03 20:34	8000
162	5	494	41	2015-10-03 20:34	8000
163	6	570	41	2015-10-04 20:35	8000
164	7	418	40	2015-10-04 20:35	8000
165	8	531	39	2015-10-05 20:36	8000
166	9	644	40	2015-10-05 20:36	8000
167	10	227	8	2015-10-06 20:37	8000
168	8	302	13	2015-10-08 20:38	8000
169	9	151	13	2015-10-08 20:39	8000
170	10	342	11	2015-10-09 20:39	8000
171	11	266	4	2015-10-09 20:39	8000
172	10	570	43	2015-10-10 20:40	8000
173	11	455	38	2015-10-10 20:41	8000
174	10	570	42	2015-10-11 20:41	8000
175	11	380	13	2015-10-12 20:41	8000
176	12	227	11	2015-10-12 20:42	8000
177	12	494	44	2015-10-13 20:42	8000
178	12	380	7	2015-10-13 20:43	8000
179	13	570	34	2015-10-13 20:43	8000
180	12	418	41	2015-10-14 20:44	8000
181	10	189	14	2015-10-15 20:45	8000
182	15	722	43	2015-10-15 20:45	8000
183	17	266	15	2015-10-16 20:46	8000
184	16	190	18	2015-10-16 20:46	8000
185	19	304	11	2015-10-17 20:47	8000
186	20	152	6	2015-10-18 20:48	8000
